Dataset,Class,Method,DTW,ShapeDTW,SoftDTW,KDTW,MSM,SBD
PenDigits,0,Shape-DBA,1.5762053998284198,3.254638417884341,-0.9807756931296904,0.000958214495583,6.321524436408732,0.0963532093689728
PenDigits,0,Soft-DBA,4.86277766481303,30.15882798735808,20.79799310788829,1.7936092305061465e-13,16.493595779806494,0.4438774256559041
PenDigits,0,TEKA,4.614180942207998,26.980545867246004,18.44802840973802,5.71061471024604e-13,16.0980646542764,0.4206518065689417
PenDigits,1,DBA,3.1946292439556125,19.15823070838325,7.4522845876249235,2.428696045715549e-07,13.434752832514189,0.5101796017892631
PenDigits,1,Shape-DBA,2.252208657939004,6.52872633168765,0.0277162653147217,0.000142475958508,7.847385065644317,0.1868340757858592
PenDigits,1,Soft-DBA,3.0887041440259075,18.446851671488943,6.561444710576271,3.16864784853674e-07,13.519823960719656,0.5322149534894027
PenDigits,1,TEKA,2.9592587981268856,14.817744324597012,5.344077710907788,1.085175494226773e-06,12.036063883857189,0.430425594659536
PenDigits,2,DBA,4.450191989238751,35.76619295962123,16.841686365326467,1.0730489890582719e-10,17.50718645155198,0.4247045441285182
PenDigits,2,Shape-DBA,1.2678417422548978,2.097142556268172,-2.4865460007386377,0.0019765149115626,4.361535726618831,0.0684010225626099
PenDigits,2,Soft-DBA,4.309314369869735,33.756194828962386,15.308277051761022,2.820835661837987e-10,17.01266592381189,0.4187736718505098
PenDigits,2,TEKA,4.076948086507966,29.31337407364646,13.18587644485894,1.5323765419510543e-09,15.90679316496022,0.3938441846305244
PenDigits,3,DBA,3.417058122575074,13.230058346718792,8.084683006283132,1.2287973987331556e-08,11.25346473440676,0.3957530815093256
PenDigits,3,Shape-DBA,1.1923040308379964,1.7480019837131715,-2.83629541566544,0.0023382790597709,3.7956283560587503,0.0567772048202062
