Dataset,Class,Method,DTW,ShapeDTW,SoftDTW,KDTW,MSM,SBD
PenDigits,3,Soft-DBA,3.3361877032933607,12.58001825778327,7.328295507705131,2.2346392608683322e-08,11.134731221146303,0.3974375995717636
PenDigits,3,TEKA,2.7663180666898923,8.601887743647419,3.3828212194211664,9.5379239318996e-07,9.767309346081229,0.2951678730811619
PenDigits,4,DBA,4.04323250957856,24.535585134779268,14.11311368901122,1.0491415709149235e-09,14.376688567123676,0.4982796685857957
PenDigits,4,Shape-DBA,1.6012269385511366,3.437325648009089,-1.4897754709014992,0.0008047328248532,5.463313944546401,0.0858660459486826
PenDigits,4,Soft-DBA,3.903015575009999,24.081770216264594,12.693885830804833,5.627757666521472e-09,13.785226705719063,0.4466777005533959
PenDigits,4,TEKA,3.7528192765021706,19.955916531445663,11.143795276605347,1.2594943032872634e-08,13.15227718380217,0.4389245563716815
PenDigits,5,DBA,4.099299367235509,24.483825533572933,13.902722877705289,3.987397845336867e-11,16.039661515872893,0.5712445848460126
PenDigits,5,Shape-DBA,3.4051094898441776,12.87011851957748,7.291769952989795,2.377374126559621e-07,11.705129000388483,0.2996808653348604
PenDigits,5,Soft-DBA,4.038381190534371,24.543883813550572,12.959505992358368,5.97830856982342e-11,15.67335033972096,0.5231309470024149
PenDigits,5,TEKA,3.819803165911304,21.007923489349427,10.6044095751802,3.754014629932073e-10,14.833972304134624,0.54542939661906
PenDigits,6,DBA,4.1385808620496,20.465774784822575,14.590006170811192,1.1194141076101771e-11,15.558252850881232,0.4561222022293695
PenDigits,6,Shape-DBA,1.348229078638668,2.368891352322595,-1.676369299510792,0.0015819584684009,4.591416907709715,0.0813989879052273
PenDigits,6,Soft-DBA,4.045677121776244,20.006956660524168,13.496416682874838,3.046110685181867e-11,14.923984740980655,0.4620152383642826
PenDigits,6,TEKA,3.721982211501126,18.65020341174106,10.40721624459969,3.9411575873218965e-10,13.580822666746329,0.4094182766042528
PenDigits,7,DBA,3.784845799134721,27.040148920699963,11.66407480531221,8.528120621007156e-10,15.520476985384716,0.4834827530179368
PenDigits,7,Shape-DBA,1.7467395158548602,4.338596307135632,-0.7778414981537358,0.0007244371291652,6.116959050349651,0.1220260156657428
PenDigits,7,Soft-DBA,3.6736968532550263,25.11851004088524,10.414795566148165,4.266172262505714e-09,14.979162259364248,0.4560049202010522
PenDigits,7,TEKA,3.379193784321492,20.4790419230899,7.904463734456079,3.0079265089792225e-08,14.219858255888592,0.4298335298001443
PenDigits,8,DBA,3.598879915383572,21.61808058264,10.99732231755506,9.410579191192806e-10,15.347770605465078,0.5966849640149584
PenDigits,8,Shape-DBA,2.726336683907736,9.110429273010766,3.8170847483226007,3.124540385184604e-06,10.07841640378898,0.2181904271194693
PenDigits,8,Soft-DBA,3.5301092416201665,19.744328211109163,10.08034196549131,1.788932068707064e-09,14.700350925984193,0.5449610749423857
PenDigits,8,TEKA,3.4543883833542712,17.867126778213578,8.876537106453549,3.7093078636889805e-09,14.51973520392814,0.4847922757630106
PenDigits,9,DBA,3.261830609691992,15.813392936583591,7.63122173611313,2.4253999787147483e-08,12.078272159025298,0.4361780517277397
PenDigits,9,Shape-DBA,2.231898846017744,6.489126336038656,0.5823243425101388,0.0001140324112293,7.561050820391947,0.1668225999124402
PenDigits,9,Soft-DBA,3.2433111581983454,14.910454878211288,7.065959412814308,3.8445039373093456e-08,11.947699839855872,0.4303381011153029
PenDigits,9,TEKA,3.0301054115080657,12.297347409237307,5.390615053786773,2.707128386064688e-07,11.04975630403352,0.3320300942185351
RacketSports,badminton_clear,DBA,13.341239272232412,194.79277290093177,160.15736896068884,4.967274503532772e-35,121.18739254754404,0.6500715720379917
RacketSports,badminton_clear,Shape-DBA,11.713620894276485,149.98568481174365,117.54922615861592,1.5718340598479646e-29,106.24534355699004,0.3906120835265499
RacketSports,badminton_clear,Soft-DBA,13.276597523271036,191.9784646061735,157.24520340280387,1.0060614300100624e-32,118.70337338884843,0.6277441339255421
RacketSports,badminton_clear,TEKA,13.345578572091908,180.68058768976985,150.83658002779268,2.212972872175639e-24,110.96327436328156,0.5936198098291148
RacketSports,badminton_smash,DBA,13.31022539431848,198.31387678244784,161.38134064171808,1.057898722851077e-39,124.20376570844486,0.6612839204168421
RacketSports,badminton_smash,Shape-DBA,12.361736852335271,163.1554963701997,133.10737088368109,1.2086656012794182e-28,108.5341753592099,0.4607575180074096
RacketSports,badminton_smash,Soft-DBA,13.208010675640327,192.34824017547527,156.83677423382971,1.7135958062731185e-37,121.63455328496468,0.6386109308726126
RacketSports,badminton_smash,TEKA,13.362567753531655,180.5353375115508,152.11128878043408,1.4281027758201702e-27,112.04121358761824,0.6617409764965049
RacketSports,squash_backhandboast,DBA,14.215730327921028,222.81329006754277,189.3348356993085,1.0234933698942407e-54,136.5564927534038,0.6884549570951098
RacketSports,squash_backhandboast,Shape-DBA,10.245663926967378,129.63172978415372,87.99607857329235,8.143927227441829e-36,104.99367245496744,0.3467145413294945
RacketSports,squash_backhandboast,Soft-DBA,14.136576970254623,221.9900416463111,186.58312690879157,8.722693258045534e-53,135.37735090775735,0.678063732661803
RacketSports,squash_backhandboast,TEKA,13.604494228945692,201.22338925664755,169.21882017495386,3.082035338150676e-45,127.66714101852934,0.6719048260848934
RacketSports,squash_forehandboast,DBA,13.976219718904591,222.28645557680323,180.83747940606213,3.886403009774844e-52,136.79615384737113,0.702195801856505
RacketSports,squash_forehandboast,Shape-DBA,10.492480978250226,125.834478296537,91.16907236141373,1.957555772589563e-33,103.48991126029496,0.3882333467892094
RacketSports,squash_forehandboast,Soft-DBA,13.807162795001553,216.8858953618263,175.95444551212452,1.934257310930739e-51,134.64585813763267,0.6946065272468805
RacketSports,squash_forehandboast,TEKA,13.198960838219776,185.88280574042636,153.12466833157086,1.4355612096628775e-38,120.33630350370072,0.5514838801464983
Epilepsy,epilepsy,DBA,22.80701481704902,718.0112991261785,445.378233075254,1.6514468983920956e-290,504.4884647257722,0.864389428582188
Epilepsy,epilepsy,Shape-DBA,22.87180172743005,591.4651386841841,405.7679465895151,1.9721631734960083e-269,481.4777722602376,0.720629597836077
Epilepsy,epilepsy,Soft-DBA,23.35215252384633,715.6841524936304,446.0054774682422,5.155195302528578e-293,503.4285873858753,0.8301209287189047
Epilepsy,epilepsy,TEKA,23.37597768611342,683.0855036168722,429.01192513144895,2.223160136744899e-278,503.014013579019,0.8505766453808438
Epilepsy,running,DBA,24.393498311906654,861.1533126501546,537.990793194533,1.530913698871191e-303,541.5444365072223,0.9213845199410556
Epilepsy,running,Shape-DBA,20.838252964688916,472.7183263943725,327.4032989956284,8.127672201900288e-217,400.3333369714144,0.5595885156536174
Epilepsy,running,Soft-DBA,23.99964285370191,828.918339217299,514.8972403160228,1.87702460544296e-293,532.6411935719797,0.918168029869255
Epilepsy,running,TEKA,22.21687648813026,668.4824427758372,409.7054914869428,3.0338249993849875e-279,503.3280721333457,0.9139599889961018
Epilepsy,sawing,DBA,24.37598158278007,839.2493076946067,544.8538729075632,1.33e-322,544.647942255075,0.9221760364934168
Epilepsy,sawing,Shape-DBA,22.61368612290603,570.3542149368805,407.2192776099374,1.5142425613075745e-280,475.7010776690561,0.7170672787587289
Epilepsy,sawing,Soft-DBA,24.128521808300736,824.2481739879516,532.750610642169,2.44e-320,540.9596065879955,0.9208105427475908
Epilepsy,sawing,TEKA,22.90683469109015,648.8083384726649,439.42898909819087,6.763474435305441e-303,522.6842684552425,0.9129665967293163
Epilepsy,walking,DBA,24.125952109270404,824.8718103535064,504.0435739035423,1.12955235e-316,514.3031693478697,0.9008323864163892
Epilepsy,walking,Shape-DBA,21.614973246601505,540.7030550886807,327.8170218868517,7.142067204470423e-224,416.3579012309645,0.630797672239594
Epilepsy,walking,Soft-DBA,23.96619211025049,808.6515152053191,491.28222644736593,4.341967724773524e-307,498.30763860123113,0.8816839975891643
Epilepsy,walking,TEKA,22.828730134496137,721.7572929806544,426.4078951189837,9.96127993043683e-285,480.3226924006679,0.8835142554286892
FingerMovements,left,DBA,42.16761349499807,1811.6479969370089,1777.8825549577102,4.022254457538763e-174,1189.2956206674123,0.7638804266132981
FingerMovements,left,Shape-DBA,30.26195615357364,922.056109747137,921.4639677594758,1.0625737214919459e-173,850.3855775694574,0.3704738814385304
FingerMovements,left,Soft-DBA,42.17867331379769,1812.9773718435256,1778.81173871122,4.02305195304598e-174,1188.8144740118744,0.7636148869820835
FingerMovements,left,TEKA,40.03269179687869,1620.484979447624,1601.7633831034775,4.0220506583347787e-174,1165.0334262516728,0.7112165458518844
FingerMovements,right,DBA,41.85391318358394,1783.8450901938554,1751.4118971292796,4.0233716492619332e-174,1183.1867944210098,0.7624650032296871
FingerMovements,right,Shape-DBA,31.928484272506,1021.6187970065414,1021.5115238967676,4.389736825606497e-174,910.1180191054412,0.3955814891927071
FingerMovements,right,Soft-DBA,41.88235642854912,1784.8789604691588,1753.8307149707066,4.023509115376227e-174,1183.6051092792743,0.7612501774327323
FingerMovements,right,TEKA,40.18233870522814,1630.4533168081648,1614.0755473238205,4.0249736421614524e-174,1161.2883284920863,0.7211785738470238
HandMovementDirection,backward,DBA,51.04234009180011,4674.74270605899,2543.180979356373,0.0,3128.850436163568,0.8654019307867731
HandMovementDirection,backward,Shape-DBA,48.678158939983454,3290.940600784094,2267.0212643773707,0.0,2724.030519676754,0.5803211706503616
HandMovementDirection,backward,Soft-DBA,51.01290917737581,4694.957903082251,2540.0643311332665,0.0,3126.232685754363,0.8669013795989428
HandMovementDirection,backward,TEKA,50.28512225590839,3732.57378110459,2405.971518981568,0.0,2857.574049277277,0.8007925083743531
HandMovementDirection,forward,DBA,51.66332327740536,4554.038404639681,2606.327374340236,0.0,3084.8865655156605,0.8348987746580939
HandMovementDirection,forward,Shape-DBA,48.54924605782933,3256.590390565565,2255.646964464278,0.0,2712.919178190028,0.5710088703041428
HandMovementDirection,forward,Soft-DBA,51.64556697233531,4578.375531355282,2604.818569712454,0.0,3097.643432215236,0.8336784581230946
HandMovementDirection,forward,TEKA,50.55526531995368,3767.356871959207,2440.2002504847114,0.0,2859.1624642380007,0.8103005218207545
HandMovementDirection,left,DBA,50.81292630031387,4417.243068614801,2519.731435460394,0.0,3096.4468727395506,0.800283635834176
HandMovementDirection,left,Shape-DBA,47.609341594969,3180.367056356636,2160.080596863148,0.0,2678.497964810886,0.5585914233727199
HandMovementDirection,left,Soft-DBA,50.77936795879485,4449.879574416997,2516.882497508182,0.0,3088.4740175084053,0.8017474576738636
HandMovementDirection,left,TEKA,52.13742647450674,3693.473300745036,2575.771849228723,0.0,2955.376189169283,0.811025627894424
HandMovementDirection,right,DBA,51.334378100261205,4566.769523638717,2570.9331233958133,0.0,3129.757540054969,0.8589092434301551
HandMovementDirection,right,Shape-DBA,48.72872829072395,3313.3031335943647,2273.768844698463,0.0,2730.3839843760597,0.5802859116548332
HandMovementDirection,right,Soft-DBA,51.12280300347931,4543.800953906231,2550.797881733139,0.0,3134.661087277467,0.8670988406134801
HandMovementDirection,right,TEKA,52.57226696566726,3783.181669628775,2614.963922925063,0.0,2960.123226073142,0.8163009285271701
Handwriting,1.0,DBA,22.080045731800137,689.3721363521331,341.876243533845,8.87595806007732e-169,300.0081486900933,0.8025245807614727
Handwriting,1.0,Shape-DBA,15.586041963172915,282.30898049422444,69.11073775097944,1.6820979383480976e-94,198.85967814433243,0.3446709370315712
Handwriting,1.0,Soft-DBA,21.696224711998507,657.8952220912353,322.02218194386296,1.1813033973701387e-158,291.25589291211713,0.7963680976836809
Handwriting,1.0,TEKA,21.20904187470648,636.7340672684351,297.58378667374,5.901028192693394e-164,281.0932709391946,0.8139513300692851
Handwriting,10.0,DBA,22.658439358663127,643.0027931391187,365.22998952306784,5.531769310253857e-167,301.25867003536194,0.7999978669762768
Handwriting,10.0,Shape-DBA,15.167572333899995,282.9826836856319,58.26879611588796,1.7074764175052963e-83,200.40237841664643,0.3882700201517999
Handwriting,10.0,Soft-DBA,22.416331793348903,630.1354554328805,348.6506450541796,6.02885463769906e-163,294.04064938954,0.8137436198974641
Handwriting,10.0,TEKA,21.53147473134736,573.3542474029141,317.5856278423854,8.874061058824109e-162,286.05150987876607,0.7654169402427786
Handwriting,11.0,DBA,21.692647483301293,641.3248322514897,330.5560840690874,5.764535107513546e-165,308.80813178774724,0.8235351692554814
Handwriting,11.0,Shape-DBA,15.81441470561789,294.5312534162101,77.45761519284049,5.810312315718116e-102,211.5720857695178,0.4033044659455987
Handwriting,11.0,Soft-DBA,21.354245140851337,619.2435214596491,311.56871905187967,3.899530452221639e-158,301.197160498452,0.8236888737608522
Handwriting,11.0,TEKA,21.180254571451503,604.9455779061985,305.70786526597374,5.00417893344399e-165,291.036449338721,0.795364249498504
Handwriting,12.0,DBA,22.292640561094984,624.1481806528141,350.5775113823373,1.082387293292041e-137,291.62019296500324,0.7911632796943774
Handwriting,12.0,Shape-DBA,16.49476690868796,320.625440521098,93.2410075439123,1.2965790506202395e-81,206.48002455349584,0.4295586433276926
Handwriting,12.0,Soft-DBA,22.106265532944185,611.8441368667483,336.2049711361767,3.2823204710159934e-133,279.2185769382924,0.7913660007478294
Handwriting,12.0,TEKA,20.898759987491594,542.8197150118027,270.7300386309677,2.5163897130476272e-126,265.9232712365072,0.7544240163899316
Handwriting,13.0,DBA,22.61909634844483,652.0472723847704,383.09517228070695,2.8484028427681385e-160,331.7735050262666,0.8226834982798152
Handwriting,13.0,Shape-DBA,15.241156441172707,276.19128729571725,66.66263657701197,1.9843609181357357e-91,209.8287447171886,0.3614614143446123
Handwriting,13.0,Soft-DBA,22.28478004838108,628.2607795588344,361.58054054579264,2.5387709679459937e-153,323.5264610436588,0.8190819935681554
Handwriting,13.0,TEKA,21.963119713125444,609.7827701121606,350.08399935015785,2.5058058296876413e-161,315.7382357080569,0.8128056310244313
Handwriting,14.0,DBA,23.50979910753789,668.2354013042897,404.7139243219565,1.2611328948094983e-173,301.7015312726982,0.7833381083150972
Handwriting,14.0,Shape-DBA,14.9380626933624,278.17662360852944,45.39881825324862,1.8934737532669743e-77,184.6713560397036,0.3226185034127866
Handwriting,14.0,Soft-DBA,23.369635094369578,660.8505750449464,393.4944431526957,3.7900454863097127e-169,291.7631169761923,0.7816192126986331
Handwriting,14.0,TEKA,22.62100704723776,616.9537544460926,357.63115547652853,1.125647799912804e-161,278.7230003791992,0.7708797355856397
Handwriting,15.0,DBA,22.773049230507,666.9649422631777,362.4863206806514,2.2794587258351304e-146,285.2956630449214,0.7913079077032539
Handwriting,15.0,Shape-DBA,15.340635002958146,281.0016096036992,53.54052075438317,5.974097941580361e-67,186.0621372347714,0.3241522273749732
Handwriting,15.0,Soft-DBA,22.754461473332917,667.4936108291993,358.92020853539066,1.5740283894615874e-136,275.956637721918,0.7888066518614218
Handwriting,15.0,TEKA,22.16824720895719,621.8752406560305,332.8800079992641,1.0442518028978398e-138,269.0290067293257,0.8015103257618368
Handwriting,16.0,DBA,23.107569060189245,653.7984885888771,397.1420435763362,4.750910728728206e-160,315.2573854310216,0.801731010450409
Handwriting,16.0,Shape-DBA,15.252747422420558,291.2543797644056,63.89950436338847,3.314849184569351e-89,219.98857336700607,0.3852146213977158
Handwriting,16.0,Soft-DBA,21.854816442480224,588.4810452004516,325.8448367021351,6.835075728517063e-140,288.6907872669852,0.7827482246588908
Handwriting,16.0,TEKA,22.364171992550208,607.2932556314641,364.2113182569236,8.006275308465889e-167,296.0300861273844,0.7885270950339177
Handwriting,17.0,DBA,21.98170830148569,661.1601147897899,338.30792673595334,4.353877465693935e-160,301.54424898760635,0.8262553295332472
Handwriting,17.0,Shape-DBA,15.812447623545282,296.4835972843766,81.14031134695738,1.7230181546327186e-99,208.33523152726076,0.4002373031280326
Handwriting,17.0,Soft-DBA,21.67783071346648,639.1461859669175,317.8488596943385,2.460317803092483e-150,289.5049942868301,0.8196778694740873
Handwriting,17.0,TEKA,21.267713416379863,609.9285796226707,301.67729093067857,3.542747270053743e-158,281.09796422326724,0.8128728785299129
Handwriting,18.0,DBA,23.54285711154391,683.3286130694739,408.725850479096,7.915897446784462e-167,300.4905268547729,0.7731679013037125
Handwriting,18.0,Shape-DBA,14.35923944825871,238.69852039724623,18.76024822317072,1.531391042573169e-79,184.3077615154388,0.3051934950059247
Handwriting,18.0,Soft-DBA,23.151924982852137,662.3006725551704,381.6686871832261,4.146772983803216e-162,289.5164200382004,0.7734977007858955
Handwriting,18.0,TEKA,22.77746654512645,638.2229284556005,366.21807907754027,1.0809275417266247e-165,280.239319389326,0.7654205397667128
Handwriting,19.0,DBA,23.099613141663298,697.4648029375094,400.3223542145555,1.3407924761311465e-171,314.64327664433165,0.7837818893605162
Handwriting,19.0,Shape-DBA,14.054263593270196,238.9849258877624,19.01594556007838,4.760114961421424e-70,196.78612598045643,0.3034044104243006
Handwriting,19.0,Soft-DBA,22.706974716461204,690.6660162744615,378.48307110056817,3.0618132398196904e-169,307.88652173281173,0.7916531872185177
Handwriting,19.0,TEKA,22.17709776930428,671.3631276589025,347.3715477974223,5.725289767127407e-160,294.9186770574212,0.8128171953166075
Handwriting,2.0,DBA,23.15991175426242,655.1529913378769,389.3929044017052,2.5604227331650698e-146,311.09480342472256,0.8238715876714375
Handwriting,2.0,Shape-DBA,15.40942081136466,287.77642566731,65.77334628806538,1.0793095543822191e-101,207.70385880705837,0.3842172014561053
Handwriting,2.0,Soft-DBA,23.21142159197646,656.1434507197516,387.7899663030258,2.127813289753077e-143,307.27869739043564,0.8214624121439036
Handwriting,2.0,TEKA,23.241903366884067,646.7543654866313,397.37874732727977,2.8954822800162743e-157,301.84376841366395,0.7903776306703479
Handwriting,20.0,DBA,22.821225285922814,647.1571644535092,371.7666073987608,1.0700482700398087e-167,300.1936288198966,0.8224561471019362
Handwriting,20.0,Shape-DBA,13.720052558086511,238.2139691290456,16.15323040522436,4.591262327363028e-68,199.05034352617903,0.2694282619386375
Handwriting,20.0,Soft-DBA,22.74047101776656,641.6311506527871,366.0957543012565,3.2564988279353414e-166,292.85191827282665,0.8242737012578919
Handwriting,20.0,TEKA,22.351933225324085,612.8037586681082,352.6098208724095,1.395284055029691e-163,288.2221005854343,0.7988126957864066
Handwriting,21.0,DBA,22.352075659584944,672.2894972718428,348.61019519508744,1.952023583460488e-139,301.295124011718,0.8011804419716982
Handwriting,21.0,Shape-DBA,15.756751934507315,288.0877701325158,68.2688325926082,1.2814788752723766e-86,184.3465106746638,0.346647983666616
Handwriting,21.0,Soft-DBA,21.984131562372184,654.2730155215606,326.8536435883248,5.4622178185146647e-132,292.1266100444971,0.8113897170600933
Handwriting,21.0,TEKA,21.51622884166623,631.1033715446089,313.3150495620858,6.184086591271409e-142,285.2384534391078,0.776459867273346
Handwriting,22.0,DBA,22.463476827813288,648.7373320797999,342.85122354661365,1.1252378902810009e-133,277.7954115153712,0.7761458828633807
Handwriting,22.0,Shape-DBA,15.319919660440808,285.4565675035371,46.13827683370016,5.233228345411587e-81,175.12946803887093,0.3540979385736361
Handwriting,22.0,Soft-DBA,22.164840925580947,631.5572710460472,323.61273289716127,6.78982087185252e-128,267.511299361268,0.7950605865895781
Handwriting,22.0,TEKA,21.963371101087557,609.3387348669966,322.7985270688264,7.870342317631409e-138,259.50141150352414,0.7254589532501359
Handwriting,23.0,DBA,21.51477907310467,620.9122455328703,322.80692821632795,1.2844900748885086e-162,311.54475915245496,0.798616046050361
Handwriting,23.0,Shape-DBA,16.275117671201023,308.161192320158,93.82133189263187,1.5573717773716001e-102,212.86427607727447,0.4280314061593683
Handwriting,23.0,Soft-DBA,20.920475639490952,592.6549911960625,288.0809991816808,1.3867358277344853e-151,299.06829520737864,0.8125308202514437
Handwriting,23.0,TEKA,20.985110606981305,589.0893524029018,301.50036238941016,3.940844086030171e-158,292.000156591653,0.7675141414562923
Handwriting,24.0,DBA,22.55311274828866,637.2672755182176,354.6525825703209,2.1632293892515564e-162,299.89688092128324,0.8353606746038711
Handwriting,24.0,Shape-DBA,15.402757801903114,303.4629811648488,59.73715002045698,2.4660832050583917e-88,195.06341510204467,0.3782484303226966
Handwriting,24.0,Soft-DBA,22.065388151287195,606.6959790868913,323.2304139302382,6.441354773457731e-151,285.78624118120257,0.8317764938430592
Handwriting,24.0,TEKA,21.47868198415098,564.9346714035987,302.3041184258236,2.2646189633795257e-151,278.90823782902805,0.7704347267198834
Handwriting,25.0,DBA,23.83205801666039,685.6130298468952,423.97420097676206,7.324497757544724e-189,315.4789457746014,0.806507215184669
Handwriting,25.0,Shape-DBA,13.023319770106674,224.31307508538012,-2.682916764431317,7.731910417792014e-59,184.00827186866803,0.2602738481367806
Handwriting,25.0,Soft-DBA,24.01040337004884,694.2825564648275,431.12131711724174,2.7110845192155834e-182,309.3032665856093,0.8093170492634435
Handwriting,25.0,TEKA,23.42404152585543,664.4371375129897,405.5310346141301,1.0921501597724799e-187,307.76395326692,0.8111246074303592
Handwriting,26.0,DBA,22.31690252976257,630.3147695697982,351.257071410926,5.9785633286477465e-161,313.3033836715934,0.830892594501423
Handwriting,26.0,Shape-DBA,12.957830758891127,211.3605344518459,-15.761320092627312,2.0631378577738688e-69,200.02272682051367,0.2950184273300168
Handwriting,26.0,Soft-DBA,22.38350493879457,625.5799213748612,352.18948280083526,6.028555676105568e-159,307.15331988096926,0.8490192319344393
Handwriting,26.0,TEKA,23.0632572852836,673.0308862299694,383.21013099221,5.9771201739016985e-177,304.7881199087542,0.8051845278937104
Handwriting,3.0,DBA,21.104250872415925,636.0809407490639,285.5407276723137,9.227917752905082e-129,259.9245950843589,0.7799502890194452
Handwriting,3.0,Shape-DBA,15.946001446501231,306.6950331653736,68.5951222925811,6.228849405298111e-92,186.9513404859626,0.3938843901814318
Handwriting,3.0,Soft-DBA,21.40257415751896,640.9095674272511,302.28970292093777,1.0682578856339472e-128,253.48350418871476,0.8110307465350374
Handwriting,3.0,TEKA,21.240939486222597,634.2357871425271,292.27846390884423,2.6669054000931176e-136,247.10074506970463,0.7644293679687704
Handwriting,4.0,DBA,22.32324295568865,657.2732991531927,362.83632290572217,7.80259938367485e-173,311.5071084389546,0.8129408473336476
Handwriting,4.0,Shape-DBA,15.221115587042766,267.5706216891268,56.50521595453125,4.1728940497276186e-86,212.71943673647405,0.3523703497952219
Handwriting,4.0,Soft-DBA,21.99119579517692,635.9596072345879,336.59857499200933,9.778908565421904e-165,298.3561875639126,0.8296124129233391
Handwriting,4.0,TEKA,21.96183506647181,641.7263572563968,341.72056836825726,1.3680678165286636e-174,295.7592663259942,0.7891114907558573
Handwriting,5.0,DBA,22.59765888574993,672.1104758844843,356.5012509580793,5.427088200665909e-170,310.8774134995322,0.8635002114711247
Handwriting,5.0,Shape-DBA,13.198800638684192,213.2702717595641,-3.9919576856877055,1.926760443752372e-64,191.70574902260387,0.223005088554645
Handwriting,5.0,Soft-DBA,22.373011441442216,662.4768400266523,344.50088969807206,5.048802350953686e-166,301.5078133021725,0.8568838123637329
Handwriting,5.0,TEKA,22.84968321318052,680.3690905277433,375.2789157169116,6.095446684540345e-178,296.7099038738282,0.8327889483764142
Handwriting,6.0,DBA,22.720117225961737,644.5644692141669,383.190484905194,9.565594509682842e-184,311.24126409506715,0.7933627270452026
Handwriting,6.0,Shape-DBA,14.931633764299622,260.8858392721666,57.07527419189903,1.8297981053936607e-86,212.0953463599264,0.3505807939100091
Handwriting,6.0,Soft-DBA,22.66526847109707,638.915219710962,373.67978930219886,2.1532355800792147e-175,303.40113149652234,0.8048692361729142
Handwriting,6.0,TEKA,22.136441660036105,609.4817009869978,355.3403573928875,2.7645011355273643e-179,298.05234857846176,0.78613955726877
Handwriting,7.0,DBA,22.62689530604173,673.4934606234838,381.1420947314112,6.142890186173293e-174,327.5652257707016,0.8268001866127241
Handwriting,7.0,Shape-DBA,14.328068080254145,249.7220937964113,39.202740496023466,6.265083602020383e-88,220.69237462827977,0.3354591963566612
Handwriting,7.0,Soft-DBA,22.384654021600102,652.0202649182896,365.5335630005415,1.8560766502449214e-167,320.9294361374648,0.8241144270508255
Handwriting,7.0,TEKA,22.22321311359613,637.8109093436996,360.4566721418431,4.132966747570962e-175,314.5601367346143,0.8146218434858833
Handwriting,8.0,DBA,22.70817679141711,660.1046631404406,372.7136191936818,1.3914974734215082e-151,316.52158588703435,0.7996839441864683
Handwriting,8.0,Shape-DBA,15.163732642330066,277.63565231047016,56.82108846519844,9.390964673538012e-95,207.20888016598724,0.3692215699755108
Handwriting,8.0,Soft-DBA,22.30869816684808,639.4186053763848,350.1799478605295,1.1473698525171448e-144,307.4888040597966,0.8029106098218538
Handwriting,8.0,TEKA,22.263172906227368,629.0651919660413,351.9514809341064,5.349305000504026e-158,299.0394279596871,0.7547747262161273
Handwriting,9.0,DBA,21.69290436925921,644.8461129637872,335.7470487862875,5.834947604235337e-159,332.3583673709233,0.7790941371515785
Handwriting,9.0,Shape-DBA,16.615537289596276,327.7596494832491,109.41134410378916,7.529205731540127e-89,226.03332481481465,0.4745800371762323
Handwriting,9.0,Soft-DBA,21.65430520955185,631.5968497403705,327.51643751630206,5.0201802026136185e-151,320.70280239139134,0.7907916571253197
Handwriting,9.0,TEKA,20.81912721063729,561.9894378024071,292.5570752743621,6.697301895625956e-135,300.8653259505321,0.7593992708700067
Libras,1.0,DBA,9.06420106031858,119.44880023548713,53.43963178584975,1.898348400186677e-43,71.02101896180783,0.7424856753923242
Libras,1.0,Shape-DBA,6.19431489935856,52.41313328081952,-0.3500140677017682,6.681700596824182e-20,47.60818254584672,0.1460213005769131
Libras,1.0,Soft-DBA,9.211470372543497,119.90265748375823,54.288839964634086,5.6468662396397365e-43,67.49930832080912,0.7064342516513431
Libras,1.0,TEKA,8.966750353468642,116.07215162960456,48.51161905917915,1.28818706202793e-43,65.47046310805278,0.6765075279646409
Libras,10.0,DBA,8.364151804352723,115.23902309476756,45.9411296287696,3.3508124419949434e-46,81.04489608434574,0.8008775280344184
Libras,10.0,Shape-DBA,6.83688065518336,61.58854403984302,8.886997879874231,4.538929654061249e-22,56.89708722420935,0.2408156841910828
Libras,10.0,Soft-DBA,8.88249047988554,136.15927424279582,52.94143009830467,4.286506047247387e-46,81.58399185352285,0.6351442323754434
Libras,10.0,TEKA,9.035264991754572,115.38817885055404,46.401184049180266,1.5441895918049708e-38,69.07088489856436,0.6418507168582845
Libras,11.0,DBA,8.435765466738392,106.02252664739206,36.0333166157422,1.767442346851191e-41,68.81846492753813,0.5647884825973045
Libras,11.0,Shape-DBA,3.657194551154582,19.375262765922688,-40.565722736261904,3.4914358885326396e-11,28.977447034459104,0.1252012461485311
Libras,11.0,Soft-DBA,8.753090489397321,109.59135919433908,40.30122333131833,5.356251828949852e-42,65.13257226854523,0.5625815190916562
Libras,11.0,TEKA,8.525597885894776,106.29752541508276,35.35220201637012,4.03068233648414e-43,66.93699774096483,0.6008887452785011
Libras,12.0,DBA,8.992638150050304,117.2804687747407,44.30302670329598,1.809643794908238e-44,69.0136293817846,0.5516538002733998
Libras,12.0,Shape-DBA,3.155403858686668,15.50910937016866,-48.9831257062908,7.731577401507769e-09,25.84587879317971,0.1203121535586009
Libras,12.0,Soft-DBA,9.059918109585452,126.89391314453448,45.97020889684135,5.88530928260901e-45,68.83328751374384,0.5612658518488032
Libras,12.0,TEKA,8.965236028123252,117.13670875439156,44.333612313866574,1.2005386705507402e-45,68.88554567112807,0.5469118901982454
Libras,13.0,DBA,8.5892724622466,112.5010344892205,41.19819753669439,5.64600876952977e-42,73.11216194490378,0.5661452032991784
Libras,13.0,Shape-DBA,4.043251750655366,25.3120201058273,-37.29192715599209,2.2041393734524253e-11,31.852406873811976,0.1662828223028667
Libras,13.0,Soft-DBA,8.923954841904866,107.74904630976008,46.000521862173024,8.688931034832956e-42,67.36400674755414,0.5167001090985602
